"","adj","vb","emot","polaridade","positivo","negativo","tamanho","tamanhoUtil","status"
"6042",147,49,0,1,64,50,822,790,"true"
"6043",73,33,0,1,27,26,497,474,"true"
"6044",120,9,0,0,34,44,603,576,"true"
"6045",95,22,0,1,26,19,436,423,"true"
"6046",199,21,0,1,58,45,769,742,"true"
"6047",156,28,0,1,65,44,651,618,"true"
"6048",199,61,0,0,69,78,1159,1111,"true"
"6049",53,19,0,0,12,29,311,300,"true"
"6050",64,29,0,1,29,20,457,436,"true"
"6051",178,57,0,1,70,64,876,830,"true"
"6052",90,38,0,1,43,16,513,485,"true"
"6053",51,37,0,1,31,14,373,359,"true"
"6054",45,7,0,1,14,9,240,229,"true"
"6055",150,44,0,1,58,44,948,912,"true"
"6056",64,17,0,0,18,30,398,390,"true"
"6057",115,21,0,1,37,35,615,595,"true"
"6058",250,84,0,1,120,55,1180,1113,"true"
"6059",164,47,0,1,60,34,845,808,"true"
"6060",83,26,0,1,33,25,591,567,"true"
"6061",31,10,0,0,8,12,187,186,"true"
"6062",200,25,0,1,52,49,892,860,"true"
"6063",65,12,0,1,20,12,346,340,"true"
"6064",37,3,0,1,15,5,228,213,"true"
"6065",182,31,0,1,58,40,930,898,"true"
"6066",127,30,0,0,41,50,822,777,"true"
"6067",58,20,0,1,27,15,292,280,"true"
"6068",91,34,0,1,35,29,629,607,"true"
"6069",96,19,0,0,21,52,607,579,"true"
"6070",211,58,0,1,79,72,1045,1007,"true"
"6071",145,80,0,1,92,40,930,894,"true"
"6072",101,26,0,0,24,28,688,659,"true"
"6073",73,9,0,1,20,15,441,429,"true"
"6074",176,66,0,1,91,41,964,924,"true"
"6075",121,30,0,1,58,24,672,658,"true"
"6076",95,11,0,0,17,18,601,584,"true"
"6077",31,5,0,0,8,12,169,161,"true"
"6078",252,66,0,0,63,85,1182,1148,"true"
"6079",70,24,0,0,28,38,490,477,"true"
"6080",179,38,0,1,65,53,744,710,"true"
"6081",233,61,0,1,86,83,1113,1060,"true"
"6082",138,28,0,1,37,34,548,540,"true"
"6083",153,25,0,1,51,33,883,856,"true"
"6084",212,82,0,1,102,71,1295,1238,"true"
"6085",52,6,0,0,15,15,297,290,"true"
"6086",60,14,0,0,15,30,428,416,"true"
"6087",92,52,0,1,51,32,570,535,"true"
"6088",57,31,0,1,28,25,426,407,"true"
"6089",52,6,0,0,14,14,350,335,"true"
"6090",58,10,0,0,10,26,227,215,"true"
"6091",34,5,0,1,9,7,370,365,"true"
"6092",40,22,0,1,18,14,316,309,"true"
"6093",154,49,0,1,49,28,801,780,"true"
"6094",155,35,0,1,65,55,974,946,"true"
"6095",53,10,0,1,22,15,315,314,"true"
"6096",89,14,0,1,30,29,525,505,"true"
"6097",47,10,0,1,22,13,299,291,"true"
"6098",77,7,0,1,34,19,363,352,"true"
"6099",69,44,0,1,30,27,544,515,"true"
"6100",203,61,0,0,65,96,1029,982,"true"
"6101",24,18,0,0,11,11,192,176,"true"
"6102",111,37,0,0,34,42,693,665,"true"
"6103",115,22,0,1,44,43,807,783,"true"
"6104",117,29,0,1,49,34,717,698,"true"
"6105",113,14,0,0,29,39,634,618,"true"
"6106",218,46,0,1,98,68,1162,1123,"true"
"6107",141,21,0,1,48,41,795,759,"true"
"6108",122,24,0,1,37,24,711,688,"true"
"6109",98,40,0,1,38,31,564,548,"true"
"6110",111,30,0,1,42,37,618,589,"true"
"6111",85,33,0,1,38,18,535,501,"true"
"6112",216,76,0,1,90,71,1203,1152,"true"
"6113",106,24,0,0,23,56,505,488,"true"
"6114",73,25,0,1,30,19,497,474,"true"
"6115",72,27,0,1,30,21,415,404,"true"
"6116",87,37,0,1,42,37,503,477,"true"
"6117",75,15,0,0,19,25,460,437,"true"
"6118",109,14,0,0,32,36,544,521,"true"
"6119",165,38,0,0,50,62,709,683,"true"
"6120",83,30,0,0,35,42,444,431,"true"
"6121",217,70,0,1,77,57,1014,979,"true"
"6122",66,16,0,0,18,26,360,351,"true"
"6123",178,37,0,0,43,80,800,784,"true"
"6124",102,22,0,1,48,21,495,464,"true"
"6125",92,25,0,1,35,25,505,477,"true"
"6126",160,31,0,0,49,59,831,818,"true"
"6127",63,19,0,1,29,13,393,376,"true"
"6128",117,13,0,0,21,60,554,550,"true"
"6129",73,16,0,1,31,16,388,373,"true"
"6130",164,44,0,0,42,75,951,932,"true"
"6131",302,69,0,1,151,71,1198,1130,"true"
"6132",111,26,0,0,31,45,447,427,"true"
"6133",58,22,0,1,18,17,367,356,"true"
"6134",167,34,0,1,65,37,804,792,"true"
"6135",139,12,0,1,47,19,661,647,"true"
"6136",81,41,0,1,36,17,488,471,"true"
"6137",233,38,0,0,69,95,1022,976,"true"
"6138",94,11,0,1,28,27,609,582,"true"
"6139",192,48,0,1,75,60,1021,946,"true"
"6140",72,23,0,1,25,23,494,481,"true"
"6141",92,31,0,0,31,38,551,522,"true"
"6142",162,35,0,0,39,39,1029,995,"true"
"6143",164,53,0,1,64,49,905,865,"true"
"6144",46,14,0,0,16,16,393,385,"true"
"6145",74,21,0,1,28,20,368,356,"true"
"6146",165,87,0,1,80,47,1011,965,"true"
"6147",100,19,0,0,29,38,476,462,"true"
"6148",92,30,0,1,41,23,545,531,"true"
"6149",183,30,0,1,64,53,942,909,"true"
"6150",113,10,0,0,32,46,628,611,"true"
"6151",154,72,0,1,77,52,878,826,"true"
"6152",109,29,0,0,33,38,593,540,"true"
"6153",83,20,0,0,20,26,360,349,"true"
"6154",167,8,0,1,41,33,753,737,"true"
"6155",134,45,0,1,50,47,785,762,"true"
"6156",53,10,0,0,18,19,242,234,"true"
"6157",74,10,0,1,33,22,384,361,"true"
"6158",23,6,0,1,14,6,151,150,"true"
"6159",152,25,0,1,57,45,721,704,"true"
"6160",90,22,0,0,29,29,532,511,"true"
"6161",76,24,0,1,35,19,457,425,"true"
"6162",112,33,0,0,34,34,541,520,"true"
"6163",169,31,0,1,51,43,944,889,"true"
"6164",112,25,0,0,36,48,606,586,"true"
"6165",132,18,0,1,44,42,753,724,"true"
"6166",116,16,0,1,36,32,642,617,"true"
"6167",123,20,0,1,38,22,591,577,"true"
"6168",129,26,0,0,37,53,781,756,"true"
"6169",29,5,0,0,4,13,168,164,"true"
"6170",213,58,0,0,65,74,1074,1035,"true"
"6171",51,11,0,1,20,18,362,351,"true"
"6172",216,62,0,1,78,71,1201,1167,"true"
"6173",82,10,0,1,31,17,395,386,"true"
"6174",109,29,0,1,48,30,573,560,"true"
"6175",77,13,0,1,24,22,411,388,"true"
"6176",164,18,0,1,55,45,867,855,"true"
"6177",91,23,0,1,29,26,521,514,"true"
"6178",74,28,0,1,33,10,356,346,"true"
"6179",98,12,0,1,31,29,590,568,"true"
"6180",209,69,0,1,88,59,1155,1106,"true"
"6181",192,56,0,1,80,52,1138,1083,"true"
"6182",79,11,0,0,13,40,351,333,"true"
"6183",131,24,0,0,35,46,684,671,"true"
"6184",95,33,0,1,40,26,504,476,"true"
"6185",183,45,0,1,71,50,970,896,"true"
"6186",53,10,0,0,9,19,253,250,"true"
"6187",130,25,0,1,43,38,705,687,"true"
"6188",42,13,0,1,17,16,261,256,"true"
"6189",221,77,0,1,82,81,1341,1283,"true"
"6190",751,204,0,1,291,244,3769,3537,"true"
"6191",200,32,0,1,77,49,954,928,"true"
"6192",69,19,0,0,18,33,513,500,"true"
"6193",133,20,0,0,31,35,876,863,"true"
"6194",53,21,0,1,25,7,368,345,"true"
"6195",60,20,0,1,22,19,437,417,"true"
"6196",115,19,0,0,32,49,646,622,"true"
"6197",56,17,0,1,23,13,295,281,"true"
"6198",84,14,0,1,33,23,491,471,"true"
"6199",146,23,0,1,58,34,827,802,"true"
"6200",39,17,0,1,22,10,261,246,"true"
"6201",222,53,0,1,105,69,1312,1252,"true"
"6202",109,26,0,1,41,33,699,664,"true"
"6203",347,49,0,0,98,100,1650,1588,"true"
"6204",107,36,0,1,39,32,617,588,"true"
"6205",213,37,0,1,71,66,1252,1214,"true"
"6206",130,29,0,1,51,29,906,872,"true"
"6207",109,33,0,0,35,43,738,720,"true"
"6208",58,18,0,0,17,26,396,384,"true"
"6209",145,61,0,1,62,47,833,791,"true"
"6210",86,19,0,1,26,24,468,452,"true"
"6211",171,24,0,1,56,39,1049,991,"true"
"6212",59,19,0,0,18,21,408,394,"true"
"6213",319,93,0,1,96,87,1709,1623,"true"
"6214",121,11,0,1,39,37,563,552,"true"
"6215",226,57,0,1,84,60,1188,1130,"true"
"6216",111,14,0,1,35,20,593,577,"true"
"6217",154,52,0,1,73,44,788,750,"true"
"6218",121,44,0,1,56,34,816,775,"true"
"6219",141,41,2,0,40,49,745,703,"true"
"6220",99,28,0,0,34,35,526,501,"true"
"6221",227,90,0,1,91,61,1275,1214,"true"
"6222",75,23,0,1,28,15,400,385,"true"
"6223",99,33,0,1,30,17,512,502,"true"
"6224",99,19,0,0,28,31,516,495,"true"
"6225",291,63,0,1,86,77,1376,1321,"true"
"6226",69,25,0,1,26,17,408,396,"true"
"6227",191,22,0,0,39,88,934,896,"true"
"6228",143,33,0,0,47,52,766,725,"true"
"6229",186,42,0,1,57,46,901,882,"true"
"6230",145,40,0,1,79,31,688,646,"true"
"6231",215,27,0,1,93,66,1153,1109,"true"
"6232",96,22,0,1,34,23,569,549,"true"
"6233",273,30,0,1,89,66,1333,1280,"true"
"6234",119,26,0,1,52,34,665,638,"true"
"6235",44,9,0,1,11,8,330,323,"true"
"6236",72,7,0,1,14,12,312,300,"true"
"6237",79,29,0,1,35,27,640,605,"true"
"6238",130,47,0,1,67,45,579,553,"true"
"6239",176,43,0,1,75,35,872,842,"true"
"6240",176,88,0,1,87,66,1051,1035,"true"
"6241",150,31,0,1,74,25,753,722,"true"
"6242",210,58,0,1,78,62,1131,1092,"true"
"6243",115,46,0,1,62,25,605,592,"true"
"6244",116,49,0,1,57,44,633,623,"true"
"6245",165,30,0,1,75,70,690,660,"true"
"6246",194,33,0,1,58,52,1096,1071,"true"
"6247",213,41,0,0,51,68,1076,1030,"true"
"6248",32,10,0,1,11,6,148,146,"true"
"6249",196,97,0,1,116,54,1060,990,"true"
"6250",115,23,0,1,26,18,539,527,"true"
"6251",97,18,0,1,31,16,488,478,"true"
"6252",19,9,0,0,11,13,123,120,"true"
"6253",89,18,0,0,24,38,405,391,"true"
"6254",217,76,0,1,84,53,960,919,"true"
"6255",66,18,0,1,24,23,396,377,"true"
"6256",113,21,0,1,40,29,649,628,"true"
"6257",169,26,0,0,37,37,711,694,"true"
"6258",137,31,0,0,50,53,654,634,"true"
"6259",108,27,0,0,26,26,571,555,"true"
"6260",59,13,0,0,15,19,350,333,"true"
"6261",75,29,0,1,31,18,491,473,"true"
"6262",106,24,0,1,34,32,628,615,"true"
"6263",83,16,0,1,26,25,611,592,"true"
"6264",91,22,0,0,21,25,435,424,"true"
"6265",95,43,0,1,41,28,628,614,"true"
"6266",151,31,0,1,65,51,770,741,"true"
"6267",28,12,0,1,10,9,163,155,"true"
"6268",175,40,0,0,59,60,844,824,"true"
"6269",71,38,0,1,29,23,392,388,"true"
"6270",68,9,0,1,22,14,392,376,"true"
"6271",197,53,0,1,89,59,1159,1100,"true"
"6272",62,25,0,1,21,15,358,349,"true"
"6273",94,21,0,1,36,31,668,636,"true"
"6274",77,20,0,1,39,22,522,509,"true"
"6275",49,11,0,0,14,22,331,321,"true"
"6276",56,21,0,1,27,14,506,486,"true"
"6277",29,8,0,1,15,6,218,206,"true"
"6278",69,48,0,1,34,19,597,573,"true"
"6279",326,64,0,0,100,107,1792,1759,"true"
"6280",159,30,0,1,49,33,844,781,"true"
"6281",118,34,0,1,40,33,541,516,"true"
"6282",85,12,0,1,31,24,320,306,"true"
"6283",68,18,0,1,28,21,329,316,"true"
"6284",330,77,0,1,140,108,1482,1371,"true"
"6285",90,32,0,0,30,35,605,583,"true"
"6286",78,29,0,1,27,19,437,419,"true"
"6287",186,54,0,1,76,49,1212,1163,"true"
"6288",130,50,0,1,64,38,749,707,"true"
"6289",55,40,0,1,39,12,360,342,"true"
"6290",319,116,0,0,115,121,1833,1757,"true"
"6291",177,36,0,1,48,22,870,831,"true"
"6292",102,11,0,0,21,22,451,441,"true"
"6293",149,58,0,1,73,51,914,884,"true"
"6294",59,15,0,1,19,11,287,276,"true"
"6295",203,84,0,1,114,52,1149,1090,"true"
"6296",126,6,0,0,17,32,597,588,"true"
"6297",197,37,0,1,61,52,1051,1031,"true"
"6298",74,25,0,0,19,44,504,487,"true"
"6299",192,64,0,1,83,68,1133,1095,"true"
"6300",264,81,0,1,114,75,1201,1125,"true"
"6301",97,40,0,1,39,24,576,551,"true"
"6302",180,32,0,1,57,25,757,737,"true"
"6303",229,95,0,1,133,65,1230,1153,"true"
"6304",73,23,0,1,25,14,378,367,"true"
"6305",96,36,0,1,42,38,480,464,"true"
"6306",199,82,0,1,91,63,1110,1060,"true"
"6307",17,5,0,0,4,7,83,82,"true"
"6308",161,71,0,1,60,48,761,751,"true"
"6309",79,42,0,1,45,23,489,468,"true"
"6310",98,29,0,0,33,42,567,543,"true"
"6311",77,17,0,1,36,20,386,374,"true"
"6312",93,57,0,1,40,20,650,616,"true"
"6313",29,12,0,1,15,3,240,239,"true"
"6314",174,23,0,1,56,38,754,744,"true"
"6315",172,54,0,0,59,60,1091,1047,"true"
"6316",132,57,0,1,53,51,675,645,"true"
"6317",48,16,0,1,21,19,286,278,"true"
"6318",243,83,0,1,116,52,1295,1208,"true"
"6319",173,51,0,0,53,54,797,774,"true"
"6320",127,32,0,1,42,30,698,686,"true"
"6321",52,21,0,1,25,13,399,378,"true"
"6322",83,8,0,1,29,27,437,420,"true"
"6323",336,23,0,1,130,58,1207,1185,"true"
"6324",32,6,0,1,9,7,225,219,"true"
"6325",25,8,0,0,5,12,227,218,"true"
"6326",109,23,0,1,42,31,519,508,"true"
"6327",70,14,0,1,35,19,392,375,"true"
"6328",76,39,0,0,31,46,495,464,"true"
"6329",63,18,0,1,22,14,335,323,"true"
"6330",116,42,0,0,38,39,593,563,"true"
"6331",93,25,0,1,33,26,512,484,"true"
"6332",51,12,0,0,17,23,283,274,"true"
"6333",8,4,0,1,6,0,114,111,"true"
"6334",191,114,0,0,82,92,1315,1221,"true"
"6335",63,21,0,1,26,19,382,371,"true"
"6336",109,53,0,1,45,40,549,517,"true"
"6337",47,17,0,0,15,19,323,315,"true"
"6338",112,15,0,1,34,25,575,550,"true"
"6339",78,28,0,0,26,28,470,454,"true"
"6340",110,25,0,0,25,34,529,497,"true"
"6341",55,3,0,0,16,18,280,273,"true"
"6342",167,60,0,1,84,40,879,843,"true"
"6343",99,19,0,1,27,19,478,464,"true"
"6344",203,63,0,1,82,64,1110,1082,"true"
"6345",130,25,0,1,39,37,727,696,"true"
"6346",189,68,0,1,81,69,1002,964,"true"
"6347",61,18,0,1,24,18,368,355,"true"
"6348",55,7,0,0,11,15,282,266,"true"
"6349",56,11,0,1,33,10,192,186,"true"
"6350",126,17,0,1,35,8,563,557,"true"
"6351",108,27,0,1,38,22,533,514,"true"
"6352",49,13,0,1,19,16,321,300,"true"
"6353",116,32,0,1,43,40,712,688,"true"
"6354",135,34,0,1,61,30,833,803,"true"
"6355",211,41,0,1,67,57,1009,948,"true"
"6356",107,25,0,1,48,34,647,636,"true"
"6357",35,6,0,0,9,9,225,221,"true"
"6358",83,16,0,1,30,21,342,330,"true"
"6359",244,65,0,1,86,83,1121,1080,"true"
"6360",104,46,0,1,50,13,753,728,"true"
"6361",54,11,0,1,22,13,294,286,"true"
"6362",214,49,0,0,59,78,1166,1125,"true"
"6363",184,72,0,1,85,65,1122,1077,"true"
"6364",90,14,0,1,26,22,344,319,"true"
"6365",67,18,0,0,20,20,389,377,"true"
"6366",56,18,0,0,18,32,418,408,"true"
"6367",798,202,0,1,407,160,3780,3622,"true"
"6368",180,51,0,1,83,33,905,860,"true"
"6369",227,24,0,0,60,65,1303,1246,"true"
"6370",355,79,0,1,140,54,1721,1675,"true"
"6371",196,59,0,1,105,55,931,873,"true"
"6372",72,36,0,1,39,32,446,433,"true"
"6373",45,12,0,1,20,17,294,288,"true"
"6374",86,39,0,1,38,22,551,526,"true"
"6375",118,21,0,0,29,30,499,488,"true"
"6376",73,11,0,1,23,21,387,376,"true"
"6377",65,9,0,1,26,13,403,394,"true"
"6378",73,22,0,0,17,33,258,240,"true"
"6379",77,15,0,0,20,33,438,422,"true"
"6380",224,53,0,0,62,70,1149,1108,"true"
"6381",82,32,0,1,29,16,367,357,"true"
"6382",139,30,0,0,37,37,772,747,"true"
"6383",153,30,0,1,63,36,758,742,"true"
"6384",58,12,0,1,26,10,344,334,"true"
"6385",101,23,0,0,29,29,584,562,"true"
"6386",94,20,0,0,25,27,495,486,"true"
"6387",59,6,0,0,14,20,240,227,"true"
"6388",128,42,0,1,45,26,847,821,"true"
"6389",138,22,0,1,45,36,715,693,"true"
"6390",58,15,0,1,31,10,293,278,"true"
"6391",75,21,0,1,25,23,434,425,"true"
"6392",90,13,0,1,33,17,480,465,"true"
"6393",114,28,0,1,49,37,515,499,"true"
"6394",165,61,0,1,61,36,850,824,"true"
"6395",61,18,0,0,18,29,346,329,"true"
"6396",162,62,0,1,60,52,807,763,"true"
"6397",53,9,0,1,17,10,276,268,"true"
"6398",27,8,0,0,7,10,137,133,"true"
"6399",41,15,0,0,9,18,354,342,"true"
"6400",110,11,0,1,40,22,519,504,"true"
"6401",63,31,0,1,32,24,381,366,"true"
"6402",187,51,0,0,57,58,1148,1115,"true"
"6403",33,6,0,1,11,4,150,146,"true"
"6404",77,9,0,1,33,12,412,401,"true"
"6405",327,90,0,1,106,75,1354,1312,"true"
"6406",150,52,0,0,55,63,921,898,"true"
"6407",68,18,0,0,19,21,362,344,"true"
"6408",171,38,0,1,71,25,729,709,"true"
"6409",88,16,0,1,34,19,534,519,"true"
"6410",233,86,0,1,101,75,1106,1056,"true"
"6411",154,21,0,0,44,44,735,708,"true"
"6412",28,9,0,1,12,10,125,124,"true"
"6413",267,44,0,1,129,50,1276,1246,"true"
"6414",163,26,0,0,34,70,854,845,"true"
"6415",180,38,0,1,57,52,918,880,"true"
"6416",187,75,0,1,92,53,1045,1002,"true"
"6417",102,35,0,1,40,38,490,462,"true"
"6418",126,31,0,0,39,45,654,616,"true"
"6419",175,92,0,1,107,58,1372,1319,"true"
"6420",44,10,0,1,16,14,245,236,"true"
"6421",64,33,0,1,35,16,354,338,"true"
"6422",70,11,0,1,27,17,390,384,"true"
"6423",55,22,0,1,24,8,280,276,"true"
"6424",82,19,0,1,25,17,441,426,"true"
"6425",161,33,0,0,46,53,753,729,"true"
"6426",284,108,0,1,134,79,1307,1253,"true"
"6427",57,9,0,0,17,18,308,300,"true"
"6428",230,53,0,1,95,59,1063,1019,"true"
"6429",73,12,0,0,9,24,444,433,"true"
"6430",93,40,0,1,49,24,548,525,"true"
"6431",292,75,0,0,77,81,1433,1392,"true"
"6432",64,13,0,0,19,20,386,375,"true"
"6433",110,16,0,1,35,12,442,432,"true"
"6434",62,4,0,0,19,20,325,313,"true"
"6435",47,4,0,1,19,12,276,262,"true"
"6436",128,49,0,0,34,77,713,683,"true"
"6437",151,31,0,0,53,63,726,704,"true"
"6438",75,17,0,1,27,23,391,382,"true"
"6439",60,12,0,0,16,24,399,381,"true"
"6440",116,44,0,1,45,44,578,548,"true"
"6441",201,42,0,1,68,49,896,869,"true"
"6442",170,41,0,1,68,47,764,725,"true"
"6443",88,23,0,0,37,37,453,438,"true"
"6444",78,13,0,0,21,24,450,438,"true"
"6445",30,24,0,0,14,18,251,238,"true"
"6446",101,56,0,1,55,39,557,519,"true"
"6447",109,48,0,1,36,35,638,612,"true"
"6448",203,87,0,1,85,65,1240,1164,"true"
"6449",54,10,0,0,17,20,373,362,"true"
"6450",208,83,0,1,92,59,1131,1084,"true"
"6451",49,10,0,1,19,13,237,229,"true"
"6452",88,10,0,0,27,36,407,387,"true"
"6453",60,10,0,1,24,9,216,201,"true"
"6454",129,48,0,1,53,36,723,668,"true"
"6455",300,67,0,0,89,103,1285,1249,"true"
"6456",26,10,0,1,15,5,156,150,"true"
"6457",211,60,0,1,77,46,1082,1042,"true"
"6458",44,21,0,1,16,13,325,310,"true"
"6459",139,39,0,1,57,50,610,590,"true"
"6460",161,65,0,1,85,34,857,822,"true"
"6461",158,73,0,1,92,17,986,921,"true"
"6462",122,36,0,1,41,27,591,561,"true"
"6463",175,48,0,1,68,53,902,869,"true"
"6464",54,24,0,0,18,21,339,325,"true"
"6465",129,52,0,1,51,38,727,697,"true"
"6466",22,4,0,1,9,4,125,123,"true"
"6467",48,26,0,0,14,20,348,335,"true"
"6468",61,21,0,0,17,17,429,408,"true"
"6469",43,8,0,1,16,14,231,225,"true"
"6470",206,52,0,0,68,75,1087,1057,"true"
"6471",90,22,0,1,38,19,459,447,"true"
"6472",71,10,0,1,21,17,319,312,"true"
"6473",327,143,0,1,109,75,1364,1249,"true"
"6474",79,25,0,1,34,25,418,405,"true"
"6475",156,32,0,1,64,26,771,755,"true"
"6476",55,25,0,1,25,13,337,319,"true"
"6477",178,44,0,0,63,84,815,773,"true"
"6478",35,8,0,0,9,18,212,195,"true"
"6479",155,28,0,1,55,34,668,650,"true"
"6480",216,59,0,0,68,73,1207,1166,"true"
"6481",83,29,0,0,15,36,508,486,"true"
"6482",149,16,0,1,46,26,656,630,"true"
"6483",133,34,0,1,52,37,667,647,"true"
"6484",206,58,0,0,74,84,1105,1071,"true"
"6485",106,26,0,1,46,32,485,469,"true"
"6486",150,29,0,1,42,37,888,864,"true"
"6487",195,19,0,1,52,29,906,890,"true"
"6488",100,33,0,0,31,37,721,699,"true"
"6490",32,6,0,0,10,15,172,167,"true"
"6491",95,22,0,1,41,24,503,487,"true"
"6492",160,58,0,0,57,59,751,718,"true"
"6493",132,26,0,1,46,38,632,606,"true"
"6494",64,15,0,1,28,12,422,406,"true"
"6495",60,9,0,1,16,12,311,300,"true"
"6496",236,95,0,1,102,74,1285,1251,"true"
"6497",67,8,0,1,23,22,386,373,"true"
"6498",54,16,0,1,27,18,295,283,"true"
"6499",150,21,0,1,44,35,776,740,"true"
"6500",18,4,0,1,14,2,154,150,"true"
"6501",51,13,0,0,17,19,335,325,"true"
"6502",65,44,0,1,39,30,360,352,"true"
"6503",57,21,0,0,21,24,354,342,"true"
"6504",67,26,0,1,32,19,455,440,"true"
"6505",83,24,0,1,32,25,454,442,"true"
"6506",224,49,0,0,65,76,1237,1199,"true"
"6507",106,45,0,1,53,20,604,587,"true"
"6508",55,34,0,1,33,17,332,319,"true"
"6509",262,116,0,1,147,65,1754,1591,"true"
"6510",79,15,0,1,33,13,383,377,"true"
"6511",237,52,0,1,84,78,997,929,"true"
"6512",105,24,0,1,36,34,558,537,"true"
"6513",255,84,0,0,81,97,1133,1079,"true"
"6514",66,34,0,1,36,22,337,329,"true"
"6515",264,30,0,0,82,101,1588,1537,"true"
"6516",210,37,0,1,57,55,945,898,"true"
"6517",212,84,0,0,88,122,1225,1162,"true"
"6518",97,17,0,0,30,32,408,392,"true"
"6519",142,29,0,0,47,49,665,642,"true"
"6520",144,37,0,1,43,26,612,594,"true"
"6521",205,108,0,1,88,78,1660,1529,"true"
"6522",169,58,0,1,65,58,889,837,"true"
"6523",76,22,0,1,23,18,408,405,"true"
"6524",176,46,0,0,49,70,1038,995,"true"
"6525",88,23,0,0,33,39,521,485,"true"
"6526",58,37,0,1,39,16,344,324,"true"
"6527",294,37,0,1,99,62,1560,1518,"true"
"6528",192,55,0,1,85,41,1045,1008,"true"
"6529",81,19,0,0,21,30,331,320,"true"
"6530",218,76,0,1,96,74,1301,1257,"true"
"6531",70,19,0,0,19,27,373,361,"true"
"6532",174,45,0,1,58,38,895,883,"true"
"6533",207,31,0,1,82,48,950,923,"true"
"6534",211,56,0,1,91,46,927,869,"true"
"6535",101,22,0,0,28,29,504,491,"true"
"6536",10,5,0,1,9,2,87,86,"true"
"6537",81,54,0,1,53,26,444,420,"true"
"6538",324,52,0,0,98,100,1601,1541,"true"
"6539",185,44,0,1,69,61,783,752,"true"
"6540",118,43,0,1,43,32,530,510,"true"
"6541",54,7,0,0,11,17,227,224,"true"
"6542",209,40,0,1,91,54,1192,1159,"true"
"6543",130,76,0,1,69,53,776,741,"true"
"6544",98,27,0,0,30,40,547,509,"true"
"6545",264,63,0,1,90,83,1416,1337,"true"
"6546",239,51,0,0,65,74,1101,1047,"true"
"6547",292,60,0,1,88,56,1492,1458,"true"
"6548",28,8,0,1,12,10,134,132,"true"
"6549",124,21,0,1,39,25,676,670,"true"
"6550",32,0,0,1,9,2,150,144,"true"
"6551",201,57,0,0,48,63,1355,1301,"true"
"6552",33,8,0,0,10,13,246,238,"true"
"6553",229,39,0,0,49,108,1136,1123,"true"
"6554",109,26,0,1,37,18,463,446,"true"
"6555",159,50,0,1,54,44,776,749,"true"
"6556",240,55,0,1,77,64,1222,1190,"true"
"6557",72,9,0,0,24,28,532,514,"true"
"6558",82,7,0,0,26,29,539,519,"true"
"6559",45,7,0,1,15,13,232,224,"true"
"6560",96,25,0,1,29,10,495,478,"true"
"6561",190,51,0,1,74,37,976,946,"true"
"6562",96,43,0,1,43,24,642,614,"true"
"6563",219,53,0,1,70,48,1047,1004,"true"
"6564",138,29,0,0,43,49,724,707,"true"
"6565",65,6,0,1,25,19,325,313,"true"
"6566",220,97,0,1,107,79,1092,1056,"true"
"6567",67,38,0,1,39,25,445,413,"true"
"6568",79,23,0,1,35,16,447,433,"true"
"6569",51,28,0,1,29,15,356,342,"true"
"6570",114,22,0,1,47,30,602,582,"true"
"6571",213,63,0,1,95,41,1052,984,"true"
"6572",97,21,0,1,47,12,408,397,"true"
"6573",419,106,0,0,111,159,2423,2367,"true"
"6574",129,44,0,0,37,54,831,794,"true"
"6575",73,19,0,1,37,8,375,356,"true"
"6576",53,17,0,1,27,7,239,235,"true"
"6577",416,82,0,1,147,88,2738,2584,"true"
"6578",56,27,0,1,28,17,360,344,"true"
"6579",53,17,0,1,24,22,279,269,"true"
"6580",43,10,0,0,11,20,223,221,"true"
"6581",65,12,0,1,28,18,421,400,"true"
"6582",60,16,0,0,16,22,403,384,"true"
"6583",163,51,0,0,56,58,875,829,"true"
"6584",150,89,0,1,90,52,942,883,"true"
"6585",75,27,0,1,46,12,410,401,"true"
"6586",109,56,0,1,62,33,638,590,"true"
"6587",115,25,0,0,29,29,620,596,"true"
"6588",228,72,0,1,88,60,1419,1348,"true"
"6589",173,153,0,1,108,60,1096,1016,"true"
"6590",88,30,0,1,34,25,504,488,"true"
"6591",55,14,0,0,17,26,326,321,"true"
"6592",82,20,0,0,24,31,425,409,"true"
"6593",433,64,0,0,125,142,2521,2385,"true"
"6594",277,44,0,1,86,82,1182,1138,"true"
"6595",84,24,0,1,36,19,537,516,"true"
"6596",115,23,0,1,33,24,468,456,"true"
"6597",300,78,0,1,107,94,1442,1387,"true"
"6598",210,42,0,1,75,72,972,939,"true"
"6599",77,42,0,1,42,18,438,400,"true"
"6600",109,47,0,1,50,41,749,713,"true"
"6601",139,35,0,1,52,31,714,694,"true"
"6602",139,29,0,1,40,28,581,558,"true"
"6603",181,46,0,1,67,49,1036,1003,"true"
"6604",88,24,0,1,38,24,536,511,"true"
"6605",189,46,0,1,65,58,1099,1067,"true"
"6606",235,48,0,0,78,79,1049,1023,"true"
"6607",112,21,0,1,45,30,583,563,"true"
"6608",174,63,0,1,65,55,798,762,"true"
"6609",64,15,0,1,28,10,406,388,"true"
"6610",167,70,0,1,73,49,956,912,"true"
"6611",70,35,0,1,33,32,417,393,"true"
"6612",67,32,0,1,27,10,453,419,"true"
"6613",115,24,0,0,42,43,527,508,"true"
"6614",83,18,0,1,33,24,533,508,"true"
